feature,coefficient,abs_coef
korruption_index,-2.0935537020683674,2.0935537020683674
statligautgifter_andel_bnp,1.3382399224389574,1.3382399224389574
co2_percapita,-1.2702458401749888,1.2702458401749888
livstillfredsställelse,1.052314722055194,1.052314722055194
handel_andel_gdp,-0.9771795371551145,0.9771795371551145
